"course_title","url","is_paid","price","num_subscribers","num_reviews","num_lectures","level","content_duration","published_timestamp","subject"
"An Intro into Trading the Financial Markets","an-intro-into-trading-the-financial-markets","True",100,1006,14,17,"Beginner Level",1.5,"2016-09-03","Business Finance"
"Developing A Trading Strategy: Your Guide to Trading Success","developing-a-trading-strategy-your-guide-to-making-millions","True",20,1044,8,16,"All Levels",2,"2015-12-17","Business Finance"
"How to Trade Commodity and Financial Futures for a Living!","trading-controlled-leverage-financial-and-commodity-futures","True",200,1240,17,20,"All Levels",2.5,"2016-01-15","Business Finance"
"How to Trade Forex like a Hedge Fund: Long FX Strategies","how-to-trade-forex-like-a-hedge-fund","True",115,504,5,32,"All Levels",1.5,"2017-03-23","Business Finance"
"Complete Short Financial Ratio Course for Financial Analysis","financialratio","True",200,15,1,56,"All Levels",3,"2017-06-28","Business Finance"
"How to Build Profitable FOREX Automated Trading Strategies!","how-to-build-profitable-automated-trading-strategies","True",200,358,8,21,"All Levels",2.5,"2015-11-11","Business Finance"
"Stock Trading Strategies: Profitable Trading in 7 Days.","stock-trading-strategies-the-trading-plan-formula","True",50,80,10,27,"All Levels",5.5,"2015-06-16","Business Finance"
"Management Accounting A Complete Study","management-accounting-a-complete-study","True",150,133,3,158,"All Levels",17.5,"2016-12-29","Business Finance"
"Become a Career Day Trader: Asian-Pacific Futures Markets","become-a-career-day-trader","True",20,207,8,30,"All Levels",3.5,"2014-01-27","Business Finance"
"Equity Products","equity-products","True",50,426,17,16,"All Levels",2.5,"2014-03-11","Business Finance"
"Financial Accounting Part I - Passing the Class","severson-financial-accounting-part-one","True",20,45,10,47,"Beginner Level",4.5,"2016-06-29","Business Finance"
"Accounting 102: Guide to Business Accounting","accounting-skills-a-businessman-must-haveintermediate-level","True",50,1280,1,27,"Intermediate Level",8.5,"2014-05-09","Business Finance"
"Monetizing Your Website: How to Add Cost-Per-Action (CPA) ","monetizing-your-website-how-to-add-cost-per-action-cpa","True",35,142,4,18,"All Levels",1,"2014-06-30","Business Finance"
"Advanced Finance and Accounting for Startups","advanced-finance-and-accounting-for-startups","True",40,188,7,48,"Intermediate Level",6.5,"2014-02-27","Business Finance"
"Basics of Tax in India  (College Level)","basics-of-indian-income-tax","True",20,718,5,28,"All Levels",2,"2015-01-31","Business Finance"
"Trade for a Living","trade-for-a-living","True",20,293,14,59,"All Levels",8,"2014-03-22","Business Finance"
"Learn Stock Options: Options Made Simple 101","learn-to-trade-stock-options-options-made-simple","True",35,93,13,49,"Beginner Level",5,"2016-08-17","Business Finance"
"Banking Credit Analysis Process (for Bankers)","credit-analysis-process","True",180,894,62,241,"Beginner Level",17.5,"2014-07-12","Business Finance"
"Professional Forex strategy","beginner-trading-forex-strategy","True",50,353,21,17,"Expert Level",1.5,"2016-02-03","Business Finance"
"A Beginners Guide to Technical Analysis of Stock Charts","beginners-guide-to-technical-analysis","True",40,829,78,50,"Beginner Level",8.5,"2013-09-15","Business Finance"
"Get out of Debt - The Power of Using Compounding Interest","get-out-of-debt-the-power-of-using-compounding-interest","True",50,1195,3,7,"All Levels",2,"2015-01-12","Business Finance"
"Day Trading - Learn to Day Trade  Swing Trade In One Hour.","the-123-trading-strategy-learn-to-trade-in-one-hour/","True",95,335,25,29,"All Levels",1.5,"2015-11-27","Business Finance"
"Basel Norms (Basel 1 Basel 2/ Basel 3) Simplified","basel_norms_simplified/","True",40,500,45,34,"Beginner Level",4,"2015-04-26","Business Finance"
"Learn to Trade Forex Naked Price Action Wammie Trade","learn-to-trade-forex-naked-price-action-wammie-trade","True",40,159,16,13,"All Levels",1,"2016-02-17","Business Finance"
"Fixed Income Securities","fixed-income-securities","True",50,739,54,24,"All Levels",4.5,"2014-03-11","Business Finance"
"Financial Accounting Made Easy for All","financialaccounting","True",20,87,22,86,"All Levels",4,"2015-09-01","Business Finance"
"Ultimate Guide To Trading Engulfing Candlestick Strategy","trading-engulfing-candle-top-trend-continuation-strategy","True",200,185,36,25,"All Levels",2.5,"2016-10-25","Business Finance"
"Learn Business Finance: Win more work as a Business Coach ","essential-business-finance-for-coaches-and-consultants","True",20,741,4,22,"Beginner Level",2,"2016-01-03","Business Finance"
"Accounting for Depreciation (Collage Level)","depreciation-accounting","True",20,576,1,14,"All Levels",1,"2014-07-09","Business Finance"
"Revealed: Profitable Principles of Successful Traders ","revealed-profitable-secrets-of-successful-traders","True",25,1046,5,26,"All Levels",3,"2013-05-19","Business Finance"
"Easy Market Profits: 3 Step Stock Investing Strategy","make-money-from-the-stock-market","True",20,486,3,14,"Beginner Level",3,"2015-09-23","Business Finance"
"Hedge Fund Trading Systems For Stocks - Part One","amibroker-trading-systems","True",200,52,8,21,"All Levels",1.5,"2016-10-29","Business Finance"
"Bonds For Beginners - A Guide To The Bond Markets","bonds-for-beginners-a-guide-to-fixed-income-investments","True",20,106,14,24,"Beginner Level",0.57,"2015-04-20","Business Finance"
"Professional Risk Manager (PRM) Certification: Level 4","professional-risk-manager-prm-certification-level-4","True",50,38,7,17,"All Levels",8,"2013-07-23","Business Finance"
"Crowdfunding for Filmmakers","crowdfunding-for-filmmakers","True",65,32,6,30,"All Levels",4,"2015-12-01","Business Finance"
"How to Make IT Work Successfully in Capital Markets","how-to-make-it-work-successfully-in-capital-markets","True",50,171,8,21,"Beginner Level",3,"2014-03-11","Business Finance"
"Introduction to Day Trading","introduction-to-day-trading","True",50,79,5,36,"Beginner Level",1,"2014-09-05","Business Finance"
"Life Coach Business Basics: Finance and Operations","how-to-run-a-business-business-finance-operations","True",195,397,4,54,"All Levels",3.5,"2015-08-27","Business Finance"
"Learn How to Profit In Forex With Market Rhythms","learn-how-to-profit-with-market-rhythms","True",20,85,5,17,"All Levels",1.5,"2014-08-02","Business Finance"
"Optimizing investment to maximise your return","optimizing-investment-to-maximise-your-return","False",0,1696,22,11,"All Levels",0.63,"2016-03-25","Business Finance"
"Investimento em Ações para Leigos","investimento-em-acoes-para-leigos","True",20,201,46,19,"Beginner Level",2.5,"2016-11-11","Business Finance"
"Introducción a la Contabilidad","introduccion-a-la-contabilidad","True",30,1235,31,15,"Beginner Level",2.5,"2015-01-23","Business Finance"
"Forex Trading: Strategia Correlazione EURGBP vs GBP/USD","forex-trading-strategia-correlazione-eurgbp-gbpusd/","True",50,137,39,27,"Intermediate Level",1.5,"2016-11-10","Business Finance"
"Finanzielle Unabhängigkeit-2 Millionär werden mit Investment","finanzielle-unabhaengigkeit-2-millionaer-werden-mit-investment","True",20,384,37,18,"Intermediate Level",0.72,"2016-09-12","Business Finance"
"カードゲームでカンタンに理解する！経済とお金のキホン","kabucom_keizai","True",20,103,3,18,"Beginner Level",1,"2017-06-27","Business Finance"
"Contabilidad rápida y eficaz","contabilidad11","True",40,379,60,60,"All Levels",2,"2016-08-18","Business Finance"
"Introducción al trading de opciones","curso-de-opciones-basico","True",100,1573,122,43,"Beginner Level",5.5,"2015-02-17","Business Finance"
"Aprenda a Investir seu Dinheiro","aprenda-a-investir-seu-dinheiro","True",85,150,28,19,"All Levels",2.5,"2017-01-20","Business Finance"
"Trader sur le Forex avec Ichimoku","apprendre-a-trader-le-forex-avec-ichimoku","True",90,48,12,18,"Beginner Level",2.5,"2017-05-05","Business Finance"
"العلوم والمبادئ الأساسية للمهنة الإكتوارية","actuarial-intro","True",25,781,7,8,"Beginner Level",0.65,"2016-10-28","Business Finance"
"トレーディングビュー徹底攻略2017年版","tradingview","True",55,952,77,53,"All Levels",3,"2014-12-10","Business Finance"
"Kostenrechnung lernen leicht gemacht","kostenrechnung-lernen-leicht-gemacht","True",40,612,46,72,"Beginner Level",3,"2016-06-06","Business Finance"
"MetaTrader4 Platform Training","metatrader4-platform-training","False",0,1819,45,15,"Beginner Level",1.5,"2016-09-21","Business Finance"
"Professional Bookkeeping & Accounting 1: Sales & Purchases","professional-bookkeeping-and-accounting-1","True",35,551,22,34,"All Levels",1.5,"2015-09-27","Business Finance"
"Step by step guide to understand how business perform","analyzing-business-for-beginners","True",20,788,3,15,"Intermediate Level",0.63,"2014-12-14","Business Finance"
"How to Grow your Small Business and not run out of Cash","how-to-grow-your-small-business-and-not-run-out-of-cash","True",25,408,3,16,"Beginner Level",1.5,"2016-04-05","Business Finance"
"Finance for Non Finance Executives","finance-for-non-finance-executives","True",180,944,44,187,"Beginner Level",13,"2014-06-25","Business Finance"
"An Introduction: MT4 Email Sound Notification Forex Alerts","create-mt4-forex-email-sound-and-notification-alerts","True",20,323,30,11,"Intermediate Level",0.62,"2014-11-01","Business Finance"
"Innovators and innovation: Travel through time!","innovators-and-innovation-travel-through-time","True",50,101,0,31,"Beginner Level",6,"2017-05-25","Business Finance"
"Learn How to Trade The Stock Market","complete-course-for-stock-trading-all-skill-levels","True",20,984,3,41,"All Levels",4,"2016-03-02","Business Finance"
"How To Earn Some Bitcoin Every Time You Use A Search Engine","getting-paid-to-search-the-web","True",20,89,23,10,"All Levels",1,"2016-07-09","Business Finance"
"Super Fast Accounting - the fastest way to do your books","super-fast-accounting","True",25,129,21,8,"Beginner Level",0.57,"2016-03-18","Business Finance"
"Financial Modeling and Valuation: Complete Beginner to Pro","financial-modeling-and-valuation-complete-beginner-to-pro","True",50,249,46,28,"All Levels",5,"2016-06-20","Business Finance"
"Learn to trade Chart Patterns","learn-to-trade-chart-patterns","True",20,75,8,23,"Intermediate Level",2,"2016-08-17","Business Finance"
"Anatomy and Figure Drawing for Beginners","anatomy-and-figure-drawing-for-games-and-comics","True",150,2252,240,111,"Beginner Level",21,"2016-06-20","Graphic Design"
"Illustrator CC MasterClass","illustrator-cc-masterclass","True",95,462,50,86,"All Levels",12,"2017-05-02","Graphic Design"
"Typographic Logo Design in Illustrator - Beginners & Beyond","typographical-logo-design","True",150,1720,40,27,"All Levels",1.5,"2017-02-23","Graphic Design"
"Adobe Illustrator T-Shirt Design for Merch by Amazon","merchbyamazondesign","True",20,390,44,15,"All Levels",1,"2017-06-13","Graphic Design"
"Logo Design in Adobe Illustrator - for Beginners & Beyond","logodesign","True",200,4297,337,110,"All Levels",7.5,"2015-10-01","Graphic Design"
"Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing","learn-adobe-illustrator-semi-automatic-mandalas-drawing","True",200,1076,15,15,"All Levels",1,"2017-05-22","Graphic Design"
"Create Professional Looking Infographics With No Experience","create-professional-looking-infographics","True",180,9367,104,21,"Beginner Level",2,"2017-03-21","Graphic Design"
"Discover How to Draw and paint Comics","learn-to-draw-and-paint","True",65,8901,424,85,"All Levels",62,"2012-11-21","Graphic Design"
"Typographic Logos: Typography and Lettering for Logo Design","typographic-logos-typography-and-lettering-for-logo-design","True",25,4235,427,20,"Intermediate Level",1.5,"2014-10-16","Graphic Design"
"Photoshop in Ease: Create World Amazing  Graphic Designs","photoshop-knights-become-a-professional-in-no-time","True",20,14440,182,26,"All Levels",3,"2015-08-13","Graphic Design"
"Canva Graphics Design Essential Training For Everyone","canva-graphics-design-essential-training","True",200,12340,124,46,"All Levels",2.5,"2017-03-07","Graphic Design"
"Triangulated Bird: Origami Styled Bird in Adobe Illustrator","triangulated-bird-origami-styled-bird-in-adobe-illustrator","True",195,2027,11,9,"Intermediate Level",0.5,"2017-04-18","Graphic Design"
"Illustrator Quick Tip：10分でKawaiiカメレオンを描こう","illustrator-quick-tip10kawaii","False",0,381,24,7,"All Levels",0.6,"2015-08-31","Graphic Design"
"Deinen Roman setzen mit PagePlus in 10 einfachen Schritten","deinen-roman-setzen-mit-pageplus-in-10-einfachen-schritten","False",0,69,6,25,"All Levels",3.5,"2017-04-24","Graphic Design"
"画像加工の初心者でも「１日」で初歩を覚えられる無料講座","1-tuqndy","False",0,21,0,18,"Beginner Level",1,"2017-06-22","Graphic Design"
"Graphic Design Bootcamp","graphic-design-for-beginners","True",200,15276,1740,65,"Beginner Level",8,"2016-05-13","Graphic Design"
"The Ultimate Drawing Course - Beginner to Advanced","the-ultimate-drawing-course-beginner-to-advanced","True",150,26742,2379,62,"Beginner Level",11,"2017-01-23","Graphic Design"
"Ultimate Photoshop Training: From Beginner to Pro","ultimate-photoshop-training-from-beginner-to-pro","True",200,5326,447,150,"Beginner Level",11.5,"2017-01-12","Graphic Design"
"Photoshop for Entrepreneurs - Design 11 Practical Projects","photoshop-for-entrepreneurs","True",200,36288,737,63,"All Levels",5,"2016-06-09","Graphic Design"
"Anatomy for Figure Drawing: Mastering the Human Figure","anatomy-for-figure-drawing-and-comics","True",95,15500,754,65,"All Levels",68.5,"2013-10-16","Graphic Design"
"Sketch 3 from A to Z: Become an App Designer","learnsketch3","True",75,7282,1629,42,"All Levels",3.5,"2015-01-03","Graphic Design"
"How to Design a Logo - a Beginners Course","how-to-design-a-logo-a-beginners-course","True",30,10875,650,41,"All Levels",2.5,"2012-07-25","Graphic Design"
"Logo Design Masterclass: Learn Logo Design + Illustrator","become-a-professional-logo-designer","True",200,8196,479,85,"All Levels",6.5,"2015-08-18","Graphic Design"
"How to Draw and Sketch for Beginners","drawing-and-sketching-for-beginners","True",150,1360,175,79,"Beginner Level",9,"2017-01-25","Graphic Design"
"Graphic Design Masterclass: Learn Graphic Design in Projects","graphic-design","True",95,6858,382,41,"Beginner Level",3.5,"2015-11-09","Graphic Design"
"Canva Graphics Design for Entrepreneurs - Design 11 Projects","canva-graphic-design-course","True",200,18303,202,54,"All Levels",3.5,"2016-07-23","Graphic Design"
"Vector Logo Design in Affinity Designer","logoaffinitydesigner","True",150,1789,102,57,"All Levels",3,"2017-02-07","Graphic Design"
"How To Create A Low Poly Portrait With The Pen Tool","how-to-create-a-low-poly-portrait-with-the-pen-tool-adobe-illustrator","True",195,293,5,18,"Beginner Level",1,"2016-11-15","Graphic Design"
"Photo Editing in Photoshop - Beginner to Advanced in 1 Hour","photoshop-photo-editing","True",20,662,5,21,"Beginner Level",1,"2016-05-09","Graphic Design"
"How to Create Kindle & Ebook Covers with Canva","professional-kindle-ebooks-covers-canva-amazon-ibook-store-covers","True",30,1279,3,33,"Beginner Level",1.5,"2015-10-21","Graphic Design"
