"course_title","url","is_paid","price","num_subscribers","num_reviews","num_lectures","level","content_duration","published_timestamp","subject"
"Podcast Cover Art | Design Like the Best","podcast-graphic-design","True",20,33,2,7,"All Levels",1,"2015-04-22","Graphic Design"
"Learn Drawing and Painting a Landscape with Oil Colours","learn-drawing-and-painting-a-landscape-with-oil-colours","True",20,51,2,20,"Intermediate Level",2,"2014-01-14","Graphic Design"
"Enhance your chroma key with an animated Slides background","enhance-your-chroma-key-with-an-animated-slides-background","True",25,361,2,9,"Intermediate Level",1,"2016-07-04","Graphic Design"
"The Complete Motion Graphic Course","complete-motion-graphic-course","True",65,50,6,115,"All Levels",9.5,"2017-02-01","Graphic Design"
"Making Corporate Flyers in Photoshop","making-corporate-flyers-in-photoshop","True",20,4,3,7,"All Levels",0.52,"2016-02-05","Graphic Design"
"Rock-Solid Brands","rock-solid-brands","True",20,134,4,13,"Beginner Level",0.52,"2016-02-17","Graphic Design"
"Typographic Poster Design - From Sketch to Vector","typographic-poster-design-from-sketch-to-vector","True",45,36,5,20,"Intermediate Level",1.5,"2015-10-08","Graphic Design"
"Make Money With Photoshop: Logos Business Cards & Brochures","make-money-with-photoshop-logos-business-cards-brochures","True",100,32,4,21,"All Levels",5,"2016-08-14","Graphic Design"
"Photoshop the Art of Clipart","photoshop-the-art-of-clipart","True",20,30,3,22,"Beginner Level",1,"2015-07-05","Graphic Design"
"Adobe Illustrator Creative Cloud:  Mastering the Upgrades","learn-illustrator-cc-updates","True",20,22,3,57,"Intermediate Level",2,"2015-03-16","Graphic Design"
"Illustrator 101: Learn Quickly and Easily to create Artwork","make-money-freelancing-after-this-illustrator-course","True",40,452,3,37,"All Levels",1,"2014-11-25","Graphic Design"
"Design Your Own Fonts. Plus A Bunch Of Typography Secrets.","design-your-own-fonts","True",40,67,8,25,"All Levels",1,"2016-07-14","Graphic Design"
"Easy Steps To Become A Photoshop Expert","easy-steps-to-become-a-photoshop-expert","True",20,1081,11,47,"All Levels",8,"2015-01-29","Graphic Design"
"Intro to Adobe Illustrator","intro-to-adobe-illustrator","True",20,189,13,55,"Beginner Level",6,"2015-08-07","Graphic Design"
"Beginners Guide: Photoshop PosterArtwork","do-it-yourself-learn-photoshop-postersflyers-creation/","True",20,775,5,6,"Beginner Level",1,"2016-04-02","Graphic Design"
"Basic Graphic Design for PowerPoint","basic-graphic-design-for-powerpoint","True",20,88,8,14,"Beginner Level",1,"2015-07-26","Graphic Design"
"Master Graphic Design Using Photoshop with Rachael","become-a-master-of-photoshop-in-3-hours-guaranteed","True",25,598,22,13,"All Levels",1.5,"2014-11-07","Graphic Design"
"Adobe Illustrator CC - Print Design for Beginners","adobe-illustrator-cc-print-design","True",50,145,35,55,"Beginner Level",6,"2016-03-08","Graphic Design"
"Adobe Illustrator | Master in 3D","adobe-illustrator-master-in-3d","True",25,445,4,14,"All Levels",0.53,"2016-07-28","Graphic Design"
"From Drawing to Illustration","from-drawing-to-illustration","True",20,237,25,32,"Beginner Level",6,"2015-04-17","Graphic Design"
"Adobe Suite : Unleash your creativity & benefit from it !","learn-to-animate-design-earn-up-to-100-per-hour","True",200,1005,4,46,"All Levels",9.5,"2015-11-09","Graphic Design"
"Become a Logo Designer: Guide to Complimentary Logo Software","become-a-logo-designer-guide-to-complimentary-logo-software","True",35,485,9,21,"All Levels",2.5,"2015-03-19","Graphic Design"
"DIY Beautiful Social Graphics That Don't Require Photoshop","diy-beautiful-social-graphics-that-dont-require-photoshop","True",20,238,9,22,"All Levels",2.5,"2015-03-03","Graphic Design"
"Design while you learn InDesign CC","design-while-you-learn-indesign-cc","True",20,1116,3,21,"Beginner Level",2.5,"2014-04-07","Graphic Design"
"R Graph Essentials","r-graph-essentials","True",85,105,4,41,"All Levels",2,"2015-01-21","Graphic Design"
"Car Sketching with Simple Analog Tools","car-sketching-with-markers","True",40,23,5,10,"All Levels",0.62,"2016-08-29","Graphic Design"
"Drawing Anime & Manga Style","drawing-anime-and-manga-style","True",25,82,5,40,"All Levels",8,"2015-07-10","Graphic Design"
"Inkscape 101 for Beginners - Design Vector Graphics","inkscape-101-for-beginners-design-vector-graphics","True",195,13,5,26,"Beginner Level",1,"2016-06-13","Graphic Design"
"How to Fix Common Branding Mistakes for Graphic Designers","how-to-fix-common-branding-mistakes-for-graphic-designers","True",35,19,2,9,"Intermediate Level",1.5,"2016-11-18","Graphic Design"
"AutoCAD Course - Learn Online AutoCAD in Urdu Hindi","autocad-course-in-urdu-hindi","False",0,105,2,22,"All Levels",2,"2017-06-13","Graphic Design"
"Mind-Blowing Photoshop: Master Skills Season 1","mind-blowing-photoshop-master-skills-season-1","True",20,94,3,69,"All Levels",3,"2014-08-08","Graphic Design"
"Architectural Drawing For Creatives","architectural-drawing-for-website-and-logo-designers","True",195,5,0,156,"All Levels",24,"2017-06-21","Graphic Design"
"Adobe Photoshop (Complete Beginner)","learn-adobe-photoshop-complete-beginner-to-a-fricken-master","True",200,98,3,33,"Beginner Level",2,"2015-12-09","Graphic Design"
"Character Design","character-design","True",75,5,0,24,"Intermediate Level",2,"2017-05-31","Graphic Design"
"Icon Design Masterclass: Learn Icon Design Principles","icon-design-masterclass-learn-icon-design-principles","True",40,6,0,15,"Beginner Level",2.5,"2017-05-05","Graphic Design"
"create stunning Photoshop compositions in minutes","create-impressive-photoshop-compositions-in-minutes","True",20,5,0,29,"All Levels",2,"2017-06-07","Graphic Design"
"Marvelous Logo Design","marvelous-logo-design","True",20,91,5,13,"All Levels",1.5,"2015-01-30","Graphic Design"
"Canva Complete Course For Graphics Design | 20 Projects","canva-course-graphics-design","True",20,3,3,27,"All Levels",2.5,"2017-06-27","Graphic Design"
"The Complete Video Production Guide - Learn Top Video Tools","video-production-guide-learn-top-video-tools-to-create-awesome-videos","True",195,121,9,77,"All Levels",7.5,"2015-05-25","Graphic Design"
"Drawing With Confidence","drawing-with-confidence","True",25,105,7,10,"All Levels",2,"2012-05-04","Graphic Design"
"Add realistic car paint to your pencil drawing in Photoshop!","colorize-your-pencil-drawing-in-photoshop","True",25,17,3,8,"Beginner Level",1,"2017-02-02","Graphic Design"
"T-Shirt Sales - Merch By Amazon Profit Formula With Canva","merch-by-amazon-quick-start-t-shirt-sales-using-canva-design","True",20,380,1,26,"All Levels",1,"2017-06-26","Graphic Design"
"Learn print production from start to finish","print-production","True",35,494,6,16,"All Levels",1,"2015-05-04","Graphic Design"
"Step by Step Gif animation in Photoshop","step-by-step-gif-animation-in-photoshop","True",20,518,2,17,"All Levels",1,"2015-06-08","Graphic Design"
"Adobe - Create a professional logo step-by-step (Farming)","adobe-create-a-professional-logo-step-by-step-farming","True",20,214,0,15,"All Levels",1,"2016-08-18","Graphic Design"
"Adobe Illustrator CC Advanced","adobe-illustrator-advanced","True",30,11,1,27,"Beginner Level",1.5,"2017-03-08","Graphic Design"
"Mastering Realistic Real Life Drawing with Pencil","mastering-realistic-real-life-drawing-with-pencil","True",20,33,5,12,"Beginner Level",0.65,"2015-04-20","Graphic Design"
"Silhouettes that Sells","silhouettes-that-sells","True",25,9,1,13,"Beginner Level",1,"2017-03-23","Graphic Design"
"FullPage: The Complete Guide to Flat Websites","easy-flat-design","True",20,817,14,13,"All Levels",0.63,"2013-11-18","Graphic Design"
"How to design professional PowerPoint business presentation","how-to-design-professional-animated-powerpoint-presentation","True",20,286,7,7,"All Levels",1,"2014-11-11","Graphic Design"
"Pic Monkey for Beginners - Graphic Design and Photo Editing","pic-monkey-101","True",20,774,3,17,"Beginner Level",3,"2015-11-08","Graphic Design"
"Corel Painter 2016","corel-painter-2016","True",40,41,9,86,"All Levels",8,"2016-05-11","Graphic Design"
"eBook Cover Design","ebooks-cover-design","True",20,30,3,14,"Intermediate Level",1.5,"2014-11-04","Graphic Design"
"Photoshop tips and tricks how to change clothes","changing-clothes-with-photoshop","True",20,837,4,26,"All Levels",2,"2015-03-16","Graphic Design"
"How to make Better Compositions: Take your art to new height","better-compositions","True",30,11,3,8,"All Levels",0.53,"2016-08-04","Graphic Design"
"Adobe Photoshop CC | The Essential Guide","adobe-photoshop-cc-the-essential-guide","True",20,254,5,81,"All Levels",4.5,"2015-05-12","Graphic Design"
"Learn to Composite a 2D Action Shot in Photoshop","3dmotive-learn-to-composite-a-2d-action-shot-in-photoshop","True",20,40,2,8,"Beginner Level",1.5,"2016-09-10","Graphic Design"
"Infographic Design: How To Create Your Own Infographic","infographic-design-how-to-create-your-own-infographic","True",20,84,8,13,"All Levels",2,"2015-05-12","Graphic Design"
"Autodesk Inventor 2016 : Complete Guide ","learn-autodesk-inventor-2016","True",20,23,4,83,"Beginner Level",7.5,"2016-03-22","Graphic Design"
"Amazing Graphic Design for Beginners","amazing-graphic-design-for-beginners","True",20,32,10,5,"Beginner Level",0.7,"2015-07-08","Graphic Design"
"7 Ways A Beginner Guitarist Can Sound Better Instantly!","nationalguitaracademy","False",0,4529,193,7,"Beginner Level",0.6,"2015-12-21","Musical Instruments"
"Instant Harmonica - Christmas. Play Jingle Bells Part 1 now","instant-harmonica-christmas-play-jingle-bells-part-1-now","True",20,823,11,10,"All Levels",0.7,"2015-12-11","Musical Instruments"
"Playing Piano:  Popular Pieces Vol. II","playing-piano-popular-pieces-volii","True",150,1472,4,24,"Beginner Level",1.5,"2016-03-31","Musical Instruments"
"Ninja Chord Changes - Master your guitar chord changes","ninja-chord-changes","True",30,1327,11,13,"Beginner Level",1.5,"2015-03-29","Musical Instruments"
"Your First 10 Guitar Lessons - Learn how to play guitar","your-first-10-guitar-lessons-learn-how-to-play-guitar","False",0,924,4,18,"Beginner Level",1,"2017-06-29","Musical Instruments"
"Pentatonic Scale Crash Course for Bass Guitar","pentatonic-scale-crash-course-for-bass-guitar","False",0,898,6,24,"Intermediate Level",1,"2017-06-15","Musical Instruments"
"Modal Theory for Guitar (Guitar Lessons from Lutz Academy)","modal-theory-for-guitar","True",50,1039,29,9,"All Levels",1.5,"2016-05-06","Musical Instruments"
"Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas","learn-piano-christmas-song-play-dreamy-piano-music-white-christmas","True",80,1474,10,102,"All Levels",2,"2015-10-20","Musical Instruments"
"Learn Jazz Piano Today","learn-jazz-piano-with-willie-today","True",50,1167,66,44,"All Levels",3,"2014-01-24","Musical Instruments"
"Learn To Play The Drums Without A Drum Kit","learn-to-play-the-drums-without-a-drum-kit","True",25,1589,52,39,"All Levels",2,"2014-06-27","Musical Instruments"
"Learn Travis Picking From Scratch","learn-travis-picking-from-scratch","True",40,219,30,25,"Intermediate Level",1.5,"2017-01-01","Musical Instruments"
"Instant Harmonica - how to get single notes in 5 easy steps","instant-harmonica-how-to-get-single-notes-in-5-easy-steps","True",20,835,10,7,"Beginner Level",0.63,"2015-07-22","Musical Instruments"
"Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings","piano-runs-fills-3-jazz-chromatic-chords-songs-ending","True",70,747,5,28,"All Levels",1,"2015-11-10","Musical Instruments"
"Teaching Music : Start teaching an instrument successfully.","teaching-piano-a-quick-guide-for-begginers","True",30,1337,5,18,"Beginner Level",1.5,"2015-10-16","Musical Instruments"
"Strumming from scratch - Rhythm guitar lesson for Beginners","strumming-from-scratch-rhythm-guitar-lesson-for-beginners","False",0,530,11,13,"Beginner Level",2,"2017-05-04","Musical Instruments"
"Blues Guitar Lessons - From Texas To Carolina","jim-bruce-blues-guitar-lessons-texas-carolina","True",20,1297,12,9,"Intermediate Level",2.5,"2013-10-13","Musical Instruments"
"Instant Harmonica - play the groovy Beatles Yesterday today!","instant-harmonica-play-the-groovy-beatles-yesterday-today","True",40,295,7,14,"All Levels",1,"2016-04-25","Musical Instruments"
"Beginner Guitar Quick-Start Course","learn-guitar-in-30-minutes","False",0,2084,20,7,"Beginner Level",1,"2016-09-28","Musical Instruments"
"Mike G's Beginner Drum Course: Part 1","drumlessons","True",35,515,14,20,"Beginner Level",3,"2015-11-01","Musical Instruments"
"Guitar for Beginners - Learn the Basics","learnguitar","True",20,1026,13,19,"Beginner Level",0.52,"2015-06-12","Musical Instruments"
"How To Play The Djembe: For Beginners","how-to-play-the-djembe-for-beginners","True",30,414,18,19,"All Levels",1,"2014-11-11","Musical Instruments"
"Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials","blues-guitar-magic-volume-1","True",45,198,21,15,"All Levels",2.5,"2016-02-12","Musical Instruments"
"Beginner Guitar - 38 Easy Lessons You Needs to Get Started","beginner-guitar-8-lessons-everyone-needs","True",40,250,24,39,"Beginner Level",3,"2013-09-05","Musical Instruments"
"Bass Guitar Lessons For Beginners","the-music-coach-online-bass-guitar-lesson-program","True",95,180,21,38,"Beginner Level",2.5,"2016-04-26","Musical Instruments"
"Pure Pentatonic Power: Rock and Blues Guitar Soloing","pure-pentatonic-power-a-masterclass-in-rock-and-blues","True",50,128,10,18,"All Levels",2,"2016-11-27","Musical Instruments"
"Rock Drumset Grooves: Level 1","rock-drumset-grooves-101","True",20,709,12,38,"Beginner Level",2,"2014-09-02","Musical Instruments"
"Guitar: The Next Level","guitar-the-next-level","True",55,117,12,10,"Beginner Level",1,"2015-10-02","Musical Instruments"
"Learn to Play Euphonium: Beginner to Pro in Under Five Hours","beginning-euphonium","True",50,305,39,108,"Beginner Level",7,"2015-04-16","Musical Instruments"
"Learn Oud 1 (No Prior Music Knowledge Required!)","learn-oud","True",20,153,27,38,"Beginner Level",3.5,"2015-09-10","Musical Instruments"
"Instant Harmonica - play Dylan's Blowing in the Wind today!","instant-harmonica-play-dylans-blowing-in-the-wind-today","True",20,81,5,14,"All Levels",1,"2016-01-12","Musical Instruments"
"Improvise On The Piano In 30 Minutes","improvise-on-the-piano-in-30-minutes","True",40,85,8,19,"Beginner Level",1.5,"2016-08-18","Musical Instruments"
"Cajon Step-by-Step: Beginner > Intermediate > Advanced","cajon-step-by-step","True",35,73,9,45,"All Levels",3,"2017-02-13","Musical Instruments"
"Blues Guitar Lessons - Volume 2 - Slow Blues Essentials","blues-guitar-lessons-volume-2-slow-blues-essentials","True",45,178,21,11,"All Levels",2,"2016-02-13","Musical Instruments"
"Instant Harmonica - play the gorgeous Skye Boat Song now!","instant-harmonica-play-the-gorgeous-skye-boat-song-now","True",20,122,9,11,"Beginner Level",0.63,"2015-10-18","Musical Instruments"
"Learn to Play Trombone: Go From Beginner to Pro in No Time!","intermediate-trombone","True",50,402,47,123,"All Levels",7.5,"2015-03-04","Musical Instruments"
"FingerstyleGuitar by Jacques Stotzem - Basic Level","basic-fingerstyleguitar-jacques-stotzem","True",30,119,12,16,"All Levels",1.5,"2015-10-12","Musical Instruments"
"Instant Harmonica - play two Star Wars themes in 30 minutes ","instant-harmonica-play-two-star-wars-themes-in-30-minutes","True",20,605,21,11,"Beginner Level",0.7,"2015-07-28","Musical Instruments"
"Play Piano To-day! - Beginner Piano Lessons For Busy People!","piano-for-busy-people","True",100,476,16,91,"Beginner Level",4,"2016-11-01","Musical Instruments"
"Learn to Play the Flute: Beginner to Pro in Under Five Hours","beginnerflute","True",50,707,116,108,"Beginner Level",7,"2014-10-29","Musical Instruments"
"Play Piano 7: Improvise on For All We Know in F Key by Ear","play-piano-7-improvise-on-for-all-we-know-in-f-key-by-ear","True",50,438,3,77,"All Levels",1.5,"2016-11-10","Musical Instruments"
"World's Fastest Piano Method - The Piano Revolution!","decplay-the-fastest-way-to-learn-piano","True",95,1199,58,31,"Beginner Level",2,"2013-02-18","Musical Instruments"
"Learn to Play the Trumpet: Beginner to Pro Made the Easy Way","trumpet-a-beginners-guide","True",50,966,157,145,"Beginner Level",7.5,"2014-03-21","Musical Instruments"
"Learn to Play Clarinet: Beginner to Pro in Under Five Hours","clarinet-a-beginners-guide","True",50,877,93,88,"Beginner Level",6,"2015-01-01","Musical Instruments"
"Learn To Play The Piano Using Pop R&B and Gospel Chords","learn-to-play-the-piano-using-pop-rb-and-gospel-chords","True",50,1504,15,14,"All Levels",0.68,"2013-10-15","Musical Instruments"
"Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key","play-by-ear-4-play-many-songs-by-ear-with-3-chords-sing","True",95,1064,11,110,"All Levels",2.5,"2015-02-07","Musical Instruments"
"Worship Piano: From Beginner to Pro","worship-piano-from-beginner-to-pro","True",80,117,11,32,"All Levels",3,"2017-02-18","Musical Instruments"
"Easy to play Christmas Songs for Guitar","howtoplaychristmassongsontheguitar","True",100,1229,8,11,"All Levels",0.5,"2015-12-12","Musical Instruments"
"Ultimate Blues Guitar Beginner Lessons","ultimate-blues-guitar-beginners-course","True",20,922,57,90,"Beginner Level",10.5,"2014-03-08","Musical Instruments"
"How to Play Piano - Your First Lesson!","how-to-play-piano-course","False",0,662,7,13,"Beginner Level",0.52,"2017-06-24","Musical Instruments"
"Playing Piano : Reading and Playing Classical Tunes Vol.I","piano-playing-beggining-the-journey","True",50,1732,6,34,"Beginner Level",2,"2015-10-16","Musical Instruments"
"Blues School! A Course For Beginners in Blues Piano & Improv","blues-piano-improvisation-amaze-yourself","True",120,326,44,54,"All Levels",3,"2017-02-22","Musical Instruments"
"Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells","learn-piano-christmas-song-2-play-dreamy-silver-bells","True",80,1284,6,99,"All Levels",2,"2015-10-26","Musical Instruments"
"31 Day Guitar Challenge","31dayguitar","True",40,1029,22,32,"Beginner Level",3.5,"2015-11-30","Musical Instruments"
"Percussive Fingerstyle Guitar","percussive-fingerstyle-course","True",50,886,43,74,"Intermediate Level",1.5,"2015-02-02","Musical Instruments"
"Learn to Play Saxophone: Beginner to Pro in Under Four Hours","saxophone-a-beginners-guide","True",50,1213,158,77,"Beginner Level",5,"2014-03-03","Musical Instruments"
"Learn BASS GUITAR- Have Fun Amaze Your Friends- It's Easy! ","bassguitar","True",100,1605,19,52,"Beginner Level",2,"2015-02-13","Musical Instruments"
"Guitar Insanity Workout - Eatmystrings!","eatmystrings-guitar-insanity-workout","True",50,2673,17,29,"All Levels",2.5,"2012-07-06","Musical Instruments"
"Playing Piano:  Play Chords and Popular Pieces Vol.I","playing-piano-i-play-chords-and-popular-pieces","True",100,1987,7,43,"Beginner Level",3,"2016-02-01","Musical Instruments"
"Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi","guitar-chord-riot-learn-to-play-guitar-like-a-guitar-jedi","True",75,1052,6,43,"Intermediate Level",0.5,"2016-03-11","Musical Instruments"
"Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs","beginner-electric-guitar","True",50,1548,10,20,"Beginner Level",2,"2015-09-24","Musical Instruments"
"Guitar Fretboard Mastery for the Blues Guitarist","fretboard-mastery-for-the-blues-guitarist","True",20,257,6,5,"All Levels",1,"2014-01-16","Musical Instruments"
"Quick & Easy Piano Chords: Play more songs with more chords","quick-and-easy-piano-chords","True",55,1818,4,90,"Beginner Level",2.5,"2014-07-17","Musical Instruments"
"Instant Harmonica - play Scarborough Fair in 8 easy lectures","instant-harmonica-play-scarborough-fair-in-8-easy-lectures","True",40,543,4,12,"Beginner Level",1,"2015-07-24","Musical Instruments"
"Piano With Willie: Blues n' Boogie Vol. 2","piano-with-willie-blues-n-boogie-vol-2","True",40,95,8,11,"Intermediate Level",2.5,"2016-04-13","Musical Instruments"
"Have Fun with Beginner Blues Piano","have-fun-with-beginner-blues-piano","True",75,321,24,27,"All Levels",2.5,"2013-08-05","Musical Instruments"
"Learn to Play Harp: Beginners Course","learn-to-play-harp-beginners-course","False",0,408,7,10,"Beginner Level",0.68,"2017-04-28","Musical Instruments"
"Instant Harmonica - play this classic 8 bar blues tune!","instant-harmonica-play-trouble-in-mind-basic-8-bar-blues","True",40,43,4,13,"All Levels",1,"2017-04-23","Musical Instruments"
"Guitar Lessons - Learning The Neck - Fretboard Mastery","guitar-lessons-learning-the-neck-fretboard-mastery","True",45,239,30,49,"All Levels",6,"2016-02-16","Musical Instruments"
"Take your double bass drum technique to the next level","take-your-double-bass-drum-technique-to-the-next-level","True",40,584,7,196,"Intermediate Level",5.5,"2016-05-16","Musical Instruments"
"How To Play The Cajon: For Beginners","how-to-play-the-cajon-for-beginners","True",30,144,15,25,"All Levels",1.5,"2015-12-18","Musical Instruments"
"Slide Guitar- Slide Soloing Essentials","slide-guitar","True",50,297,20,17,"All Levels",3,"2016-02-11","Musical Instruments"
"Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales","learn-piano-8-use-augmented-chord-sub-whole-tone-scales","True",60,1137,4,45,"All Levels",1,"2016-02-23","Musical Instruments"
"Learn Acoustic Guitar for Worship","learn-acoustic-guitar-for-worship","True",40,86,18,26,"Beginner Level",2,"2017-01-23","Musical Instruments"
"Learn 3 - All Time A R Rahman Hits on Carnatic Flute!","arrahman-hits","True",70,98,18,31,"Intermediate Level",2.5,"2016-12-13","Musical Instruments"
"Guitar Lessons: The Essential Beginner & Intermediate Course","guitar-lessons-the-essential-beginner-intermediate-course","False",0,2566,39,23,"All Levels",2,"2016-06-10","Musical Instruments"
"Instant Harmonica - play the groovy Irish Washerwoman now!","instant-harmonica-play-the-groovy-irish-washerwoman-now","True",40,55,8,13,"Beginner Level",1,"2017-01-24","Musical Instruments"
"Music Fundamentals: Learn Beatmaking with Pen Tapping","music-fundamentals-learn-beatmaking-with-pen-tapping","True",200,537,2,22,"All Levels",2,"2015-11-13","Musical Instruments"
"Learn to Play Fernando Sor's 'Study in B minor""study-in-b-minortrue115140359Intermediate Level43 mins2014-01-27,,,,,,,,0.00
Piano: The Chord Based System - Learn To Play As The Pros Do""""learn-popular-piano-successfully-have-fun-making-music-nowTrue1155952033All Levels2.02015-02-09Musical Instruments,,,,,,,,0.00
Beginner Guitar Lessons by Paul Gronow,beginner-guitar-lessons-by-paul-gronow,True,50,659,4,46,All Levels,3.50,2016-03-02,Musical Instruments
Guitar Fretboard Secrets,guitar-fretboard-secrets,True,55,186,13,35,Intermediate Level,2.00,2016-12-01,Musical Instruments
Learn to Play French Horn: Beginner to Pro Made the Easy Way,beginninghorn,True,50,460,27,131,Beginner Level,8.00,2014-10-29,Musical Instruments
150 Rock Guitar Licks You MUST Know,150-rock-guitar-licks-you-must-know,True,45,252,14,21,All Levels,4.50,2016-02-19,Musical Instruments
Didgeridoo - from zero to HERO! Part One - beginning,didgeridoo-beginners,True,35,87,11,38,Beginner Level,3.00,2016-07-02,Musical Instruments
Learn Piano Scales: Play any song in any key! Like Pro's do,learn-piano-scales,True,50,1720,9,26,Beginner Level,2.50,2014-10-29,Musical Instruments
Instant Harmonica - play the groovy Valens La Bamba now!,instant-harmonica-play-the-groovy-valens-la-bamba-now,True,20,390,4,10,Beginner Level,0.73,2016-02-22,Musical Instruments
Blues Master - Beginner's Techniques Piano Course,blues-master-basic-techniques-piano-course,False,0,2618,41,16,All Levels,1.50,2016-03-29,Musical Instruments
""How to play Djembe Drums & Rhythm. Level 2","how-to-play-djembe-drums-rhythm-level-2","True",40,390,14,36,"Intermediate Level",2,"2015-07-23","Musical Instruments"
"Instant Harmonica - play Amazing Grace with grace and ease!","instant-harmonica-play-amazing-grace-with-grace-and-ease","True",40,496,6,14,"Beginner Level",1,"2015-08-01","Musical Instruments"
"Instant Harmonica - play Amazing Grace + Ode to Joy now!","instant-harmonica-play-amazing-grace-ode-to-joy-now","True",40,341,7,23,"All Levels",1.5,"2016-06-17","Musical Instruments"
"Play Thousands of Songs On The Guitar | Cheater Chords","how-to-play-any-song-on-the-guitar-secret-chords","True",100,97,5,12,"Beginner Level",1,"2017-04-19","Musical Instruments"
"Piano Improvisation from Day One","piano-improvisation-from-day-one","True",20,1249,37,21,"All Levels",3,"2013-03-01","Musical Instruments"
"Classical Guitar Essentials - The Basics Part 1","classical-guitar-essentials-the-basics-part1","True",65,861,19,52,"Beginner Level",4.5,"2016-05-04","Musical Instruments"
"Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run","learn-piano-7-learn-chromatic-chords-chromatic-scale-run","True",60,973,8,74,"All Levels",2,"2016-02-01","Musical Instruments"
"Play all major scales by ear - no notation required!","piano-major-scales","True",40,868,8,62,"Beginner Level",3.5,"2015-12-15","Musical Instruments"
"How to play in a local Irish music session with confidence","how-to-get-into-an-irish-music-session-with-confidence","True",40,193,5,8,"All Levels",1,"2016-08-18","Musical Instruments"
"The Total Beginner's Guitar Course","total-beginner-guitar-lessons","False",0,9193,357,17,"Beginner Level",1.5,"2016-03-24","Musical Instruments"
"Virtual Piano Lessons - A New Way To Learn Piano","virtual-piano-lessons-a-new-way-to-learn-piano","True",50,5830,29,12,"All Levels",1,"2013-07-21","Musical Instruments"
"16 Guitar Chords to Jam With - (Beginner - Intermediate)","12-chords-to-jam-with","True",20,1224,19,20,"Beginner Level",1,"2015-07-10","Musical Instruments"
"Free Beginner Electric Guitar Lessons","beginner-electric-guitar-lessons","False",0,101154,1042,95,"Beginner Level",4.5,"2012-06-15","Musical Instruments"
"101 Awesome Rockabilly Guitar Licks","101-awesome-rockabilly-guitar-licks","True",40,407,64,33,"Intermediate Level",2.5,"2016-08-10","Musical Instruments"
"A beginner`s guide to fingerpicking and strumming guitar'","guitar-domination-fingerpicking-strumming-beginners","False",0,3481,29,20,"Beginner Level",2,"2016-09-13","Musical Instruments"
"Instant Harmonica - Basic 12 Bar Blues course easy and fun!","instant-harmonica-basic-12-bar-blues-course-easy-and-fun","True",40,124,8,14,"Beginner Level",1,"2017-03-29","Musical Instruments"
"Your First Course on Piano","introduction-to-piano-and-music","True",70,2002,34,33,"Beginner Level",4,"2015-07-16","Musical Instruments"
"Acoustic Guitar Basics","acoustic-guitar-basics","False",0,14495,224,21,"Beginner Level",2,"2014-08-07","Musical Instruments"
"Cracking the Violin Code!","learnviolin","True",120,746,82,40,"All Levels",5.5,"2015-11-17","Musical Instruments"
"Instant Bodhran - part one; learn the basics of drumming now","instant-bodhran-learn-irish-drum-for-fun-and-in-sessions","True",30,920,31,9,"Beginner Level",1,"2016-01-12","Musical Instruments"
"Play The Piano By Ear | Master Class Learn By Doing","playing-piano-by-ear-master-course-learn-by-doing","True",175,362,38,27,"All Levels",2.5,"2016-11-12","Musical Instruments"
"Discover Classical Guitar Level 2   ","discover-classical-guitar-level-2","True",75,927,35,123,"Intermediate Level",11.5,"2015-09-01","Musical Instruments"
"Fingerpicking Classics - Great songs played fingerstyle!","fingerpicking-learn-fingerstyle-guitar-songs","True",20,953,11,13,"All Levels",2,"2015-08-07","Musical Instruments"
"6 Must Know Tricks to Successful Solos","6-secrets-to-successful-solos","True",35,469,38,30,"All Levels",4,"2015-09-28","Musical Instruments"
"CAGED System for Guitar (Guitar Lessons from Lutz Academy)","caged-system-for-guitar","True",50,450,15,7,"All Levels",1.5,"2016-07-25","Musical Instruments"
"Learn the Violin - No Music Experience Necessary!","learn-the-violin-no-music-experience-necessary","True",120,600,27,30,"Beginner Level",3,"2015-09-02","Musical Instruments"
"Your Second Course on Piano: Two Handed Playing","learn-to-play-piano-level-1","True",70,1018,12,22,"Beginner Level",5,"2015-10-26","Musical Instruments"
"How to Design Your Own Guitar","how-to-design-your-own-guitar","True",50,181,34,32,"All Levels",5,"2014-06-25","Musical Instruments"
"How To Play Blues Guitar - Broonzy & McGhee Blues Lessons","swing-acoustic-blues-guitar-lessons","False",0,8240,31,6,"Intermediate Level",1.5,"2013-11-23","Musical Instruments"
"Play Sonny Terry style on Harmonica and dazzle your friends!","benhewlettharmonicatuition60sonnyterryriffslevel1","True",200,582,49,51,"All Levels",5.5,"2014-12-18","Musical Instruments"
"Blues and Advanced Guitar Lessons","blues-and-advanced-guitar-lessons","True",85,1235,46,131,"All Levels",7.5,"2013-06-10","Musical Instruments"
"Learn basics of South Indian Carnatic Flute Step by Step ","carnatic-flute","True",150,380,113,49,"Beginner Level",4,"2015-04-15","Musical Instruments"
